id,director,actors,return
32636,Louis Malle,"Wallace Shawn, Julianne Moore, Larry Pine",0.0
36141,Steven Soderbergh,"Peter Gallagher, Alison Elliott, William Fichtner",0.0
95963,Preston A. Whitmore II,"Allen Payne, Eddie Griffin, Joe Morton",0.0
1587,Lasse Hallström,"Johnny Depp, Leonardo DiCaprio, Juliette Lewis",0.91
9271,Brett Leonard,"Denzel Washington, Russell Crowe, Kelly Lynch",0.8
2064,Jon Turteltaub,"Sandra Bullock, Bill Pullman, Peter Gallagher",10.71
19855,Jon Avnet,"Elijah Wood, Kevin Costner, Mare Winningham",0.0
60855,Mina Shum,"Sandra Oh, Stephen Chang, Alannah Ong",0.0
236,P.J. Hogan,"Toni Collette, Bill Hunter, Rachel Griffiths",5.04
48287,Melanie Mayron,"Schuyler Fisk, Bre Blair, Rachael Leigh Cook",0.0
3049,Tom Shadyac,"Jim Carrey, Sean Young, Courteney Cox",7.15
2759,Stephan Elliott,"Terence Stamp, Hugo Weaving, Guy Pearce",0.0
12635,Iain Softley,"Stephen Dorff, Ian Hart, Sheryl Lee",0.0
10497,Roman Polanski,"Hugh Grant, Kristin Scott Thomas, Emmanuelle Seigner",0.37
11382,Woody Allen,"John Cusack, Dianne Wiest, Jennifer Tilly",0.0
9331,Phillip Noyce,"Harrison Ford, Willem Dafoe, Anne Archer",3.48
10731,Joel Schumacher,"Susan Sarandon, Tommy Lee Jones, Mary-Louise Parker",2.61
10464,Jessie Nelson,"Whoopi Goldberg, Ray Liotta, Tina Majorino",0.0
34152,Spike Lee,"Alfre Woodard, Delroy Lindo, David Patrick Kelly",0.0
9495,Alex Proyas,"Brandon Lee, Rochelle Davis, Ernie Hudson",6.27
29973,Ron Shelton,"Tommy Lee Jones, Robert Wuhl, Lolita Davidovich",0.0
888,Brian Levant,"John Goodman, Elizabeth Perkins, Rick Moranis",7.43
13,Robert Zemeckis,"Tom Hanks, Robin Wright, Gary Sinise",12.33
712,Mike Newell,"Hugh Grant, Andie MacDowell, James Fleet",42.45
16295,John Singleton,"Omar Epps, Kristy Swanson, Michael Rapaport",0.0
48992,Darnell Martin,"Lauren Vélez, Jon Seda, Tomas Melly",0.0
10879,Charles Shyer,"Nick Nolte, Saul Rubinek, James Rebhorn",1.38
10660,Andrew Bergman,"Nicolas Cage, Bridget Fonda, Rosie Perez",0.0
10714,Stephen Sommers,"Jason Scott Lee, Cary Elwes, Lena Headey",0.0
41647,Ray Müller,"Leni Riefenstahl, Marlene Dietrich, Walter Frentz",0.0
8587,"Roger Allers, Rob Minkoff","Jonathan Taylor Thomas, Matthew Broderick, James Earl Jones",17.52
1689,Bernardo Bertolucci,"Keanu Reeves, Bridget Fonda, Chris Isaak",0.14
11596,Wes Craven,"Heather Langenkamp, Robert Englund, Miko Hughes",1.29
854,Chuck Russell,"Jim Carrey, Cameron Diaz, Nancy Fish",15.29
9359,Richard Donner,"Mel Gibson, Jodie Foster, James Garner",0.0
23333,Alan Rudolph,"Jennifer Jason Leigh, Campbell Scott, Matthew Broderick",0.0
36593,Peter Segal,"Leslie Nielsen, Priscilla Presley, George Kennedy",1.7
12280,Ron Howard,"Michael Keaton, Robert Duvall, Glenn Close",0.0
2788,Ben Stiller,"Winona Ryder, Ben Stiller, Janeane Garofalo",1.75
10427,John Dahl,"Nicolas Cage, Dennis Hopper, Lara Flynn Boyle",0.25
11011,Donald Petrie,"Macaulay Culkin, John Larroquette, Edward Herrmann",0.0
49803,Robert Allan Ackerman,"Susan Sarandon, Nick Stahl, Sam Shepard",0.0
8987,Curtis Hanson,"Meryl Streep, David Strathairn, Kevin Bacon",0.0
1637,Jan de Bont,"Keanu Reeves, Dennis Hopper, Sandra Bullock",11.68
15128,Ron Underwood,"Michael Keaton, Geena Davis, Christopher Reeve",0.0
8831,Peter Hyams,"Jean-Claude Van Damme, Mia Sara, Ron Silver",3.76
36955,James Cameron,"Arnold Schwarzenegger, Jamie Lee Curtis, Tom Arnold",3.29
10449,Luis Mandoki,"Andy García, Meg Ryan, Ellen Burstyn",0.0
10395,Mike Nichols,"Jack Nicholson, Christopher Plummer, James Spader",0.0
12160,Lawrence Kasdan,"Kevin Costner, Dennis Quaid, Gene Hackman",0.4
40480,Damian Harris,"Laurence Fishburne, Ellen Barkin, Frank Langella",0.0
52038,Suri Krishnamma,"Albert Finney, Brenda Fricker, Michael Gambon",0.0
29444,Jefery Levy,"Stephen Dorff, Reese Witherspoon, Jake Busey",0.0
26352,Keenen Ivory Wayans,"Keenen Ivory Wayans, Charles S. Dutton, Jada Pinkett Smith",2.94
39953,"Robert Lee King, Brian Sloan, Raoul O'Connell","James Andrews, Mary Beth Aylesworth, Mike Barbour",0.0
41580,Yves Angelo,"Gérard Depardieu, Fanny Ardant, Fabrice Luchini",0.0
315,Russ Meyer,"Tura Satana, Haji, Lori Williams",0.0
22067,Doug McHenry,"Allen Payne, Jada Pinkett Smith, Bokeem Woodbine",2.98
18242,Dave Borthwick,"Nick Upton, Deborah Collard, Frank Passingham",0.0
11667,Steven E. de Souza,"Jean-Claude Van Damme, Raúl Juliá, Ming-Na Wen",2.84
32502,Wallace Wolodarsky,"Michael J. Fox, Jason Priestley, Kimberly Williams-Paisley",0.0
267188,Michael A. Nickles,"Michael A. Nickles, Adam Ant, Heather Graham",0.0
28732,Paul Warner,"Steve Alden, David Arquette, Stephen Baldwin",0.0
75555,Vincent Robert,"Eddie Bowz, Heather Medway, Ann Turkel",0.0
42981,Theodore Thomas,,0.0
278939,Lucas Platt,"Эрика Элениак, William McNamara, Michael Lerner",0.0
291731,Ross Kagan Marks,"Blythe Danner, Frank Whaley, Sheryl Lee",0.0
226229,Paul Williams,"Edward James Olmos, Sean Young, James Andronica",0.0
203119,Robert Wuhl,"Robert Wuhl, Tom Selleck, Joe Piscopo",0.0
172923,Roberto Sneider,"Damián Alcázar, Pedro Armendáriz Jr., Dolores Heredia",0.0
316098,"Jack Baxter, Jefri Aalmuhammed",Roscoe Lee Browne,0.0
8011,Andrew Morahan,"Christopher Lambert, Mario Van Peebles, Deborah Kara Unger",1.42
171857,Michael Corrente,"Nicholas Turturro, Anthony DeSando, Libby Langdon",0.0
2654,John Carpenter,"Sam Neill, Julie Carmen, Jürgen Prochnow",1.12
18069,John G. Avildsen,"Luke Perry, Stephen Baldwin, Cynthia Geary",0.0
19092,Jeff Pollack,"Duane Martin, Tupac Amaru Shakur, Bernie Mac",0.0
2758,Barry Sonnenfeld,"Raúl Juliá, Anjelica Huston, Christopher Lloyd",0.0
38129,Thomas Schlamme,Martin Lawrence,0.0
10436,Martin Scorsese,"Daniel Day-Lewis, Michelle Pfeiffer, Winona Ryder",0.95
13595,Michael Lehmann,"Brendan Fraser, Steve Buscemi, Adam Sandler",0.0
46094,Paul Michael Glaser,"Kevin Bacon, Charles Gitonga Maina, Yolanda Vazquez",1.23
9409,John Badham,"Richard Dreyfuss, Emilio Estevez, Rosie O'Donnell",0.0
11853,Jonathan Kaplan,"Madeleine Stowe, Mary Stuart Masterson, Andie MacDowell",0.0
16771,Whit Stillman,"Taylor Nichols, Chris Eigeman, Mira Sorvino",0.0
46924,Bill Forsyth,"Robin Williams, Maudie Johnson, Max Johnson",0.0
11041,Penelope Spheeris,"Jim Varney, Diedrich Bader, Эрика Элениак",0.0
306,John Landis,"Eddie Murphy, Judge Reinhold, Héctor Elizondo",2.38
14522,Caroline Thompson,"Alan Cumming, Sean Bean, David Thewlis",0.0
26203,Michael Apted,"Madeleine Stowe, Aidan Quinn, James Remar",0.0
178,Stephen Hopkins,"Jeff Bridges, Tommy Lee Jones, Suzy Amis",0.0
19819,William Friedkin,"Nick Nolte, Shaquille O'Neal, Mary McDonnell",0.0
57834,Tony Richardson,"Jessica Lange, Tommy Lee Jones, Powers Boothe",0.0
4722,Abel Ferrara,"Gabrielle Anwar, Terry Kinney, Billy Wirth",0.03
18215,Jennifer Chambers Lynch,"Julian Sands, Sherilyn Fenn, Bill Paxton",0.0
1607,Robert De Niro,"Robert De Niro, Chazz Palminteri, Lillo Brancato",0.79
26391,Adam Resnick,"Chris Elliott, Ritch Brinkley, James Gammon",0.0
117553,John Whitesell,"Jason Priestley, Gabriel Olds, Jerry O'Connell",0.2
6075,Brian De Palma,"Al Pacino, Sean Penn, Penelope Ann Miller",1.22
11310,Paul Weiland,"Billy Crystal, Daniel Stern, Jon Lovitz",0.0
18658,Mick Jackson,"Dana Carvey, Valeria Golino, James Earl Jones",0.0
9350,Renny Harlin,"Sylvester Stallone, John Lithgow, Michael Rooker",3.64
9612,Steve Barron,"Robert Knott, Dan Aykroyd, Jane Curtin",0.0
2124,Richard Rush,"Bruce Willis, Jane March, Rubén Blades",0.49
26261,Michael Ritchie,"Chevy Chase, Jack Palance, Dianne Wiest",0.0
19176,Gregg Champion,"Woody Harrelson, Kiefer Sutherland, Dylan McDermott",0.0
49299,Abel Ferrara,"Harvey Keitel, Madonna, James Russo",0.0
11566,Ivan Reitman,"Kevin Kline, Sigourney Weaver, Frank Langella",0.0
9571,Richard Linklater,"Jason London, Rory Cochrane, Wiley Wiggins",1.16
9739,Marco Brambilla,"Sylvester Stallone, Wesley Snipes, Sandra Bullock",2.79
24257,Bruce Brown,,0.0
34444,Gus Van Sant,"Uma Thurman, Lorraine Bracco, Pat Morita",0.0
26141,Carl Reiner,"Armand Assante, Sherilyn Fenn, Kate Nelligan",0.0
10997,Chen Kaige,"Leslie Cheung, Gong Li, Zhang Fengyi",0.0
50463,Donald Petrie,"Harley Jane Kozak, Elizabeth McGovern, Bill Pullman",0.0
10443,Peter Weir,"Jeff Bridges, Isabella Rossellini, Rosie Perez",0.0
20239,Rusty Cundieff,"Larry B. Scott, Mark Christopher Lawrence, Rusty Cundieff",0.0
16297,Alek Keshishian,"Joe Pesci, Brendan Fraser, Moira Kelly",0.0
18551,Steve Kloves,"Meg Ryan, Dennis Quaid, James Caan",0.0
25440,John Irvin,"Mia Farrow, Jim Broadbent, Natasha Richardson",0.0
9024,Barry Sonnenfeld,"Michael J. Fox, Gabrielle Anwar, Anthony Higgins",0.37
37233,Sydney Pollack,"Tom Cruise, Jeanne Tripplehorn, Gene Hackman",6.43
1634,Simon Wincer,"Jason James Richter, Lori Petty, August Schellenberg",7.68
13815,Boaz Yakin,"Sean Nelson, Giancarlo Esposito, Samuel L. Jackson",0.0
5503,Andrew Davis,"Harrison Ford, Tommy Lee Jones, Sela Ward",8.38
35588,Walter Hill,"Jason Patric, Wes Studi, Gene Hackman",0.53
2087,Roger Donaldson,"Alec Baldwin, Kim Basinger, Michael Madsen",0.0
41579,Howard Deutch,"Macaulay Culkin, Ted Danson, Glenne Headly",0.0
18620,Rose Troche,"Guinevere Turner, V.S. Brodie, T. Wendy McMillan",0.0
41006,Bruce Beresford,"Colin Friels, Sean Connery, John Lithgow",0.0
4916,Sidney Lumet,"Rebecca De Mornay, Don Johnson, Dana Ivey",0.0
2019,John Woo,"Jean-Claude Van Damme, Arnold Vosloo, Lance Henriksen",4.12
31642,Oliver Stone,"Tommy Lee Jones, Robert John Burke, Timothy Carhart",0.0
9255,Jim Abrahams,"Charlie Sheen, Lloyd Bridges, Valeria Golino",5.35
26271,Julianna Lavin,"Dana Delany, Kim Cattrall, Cynthia Stevenson",0.0
10612,Christopher Monger,"Hugh Grant, Tara Fitzgerald, Colm Meaney",0.0
2259,Bille August,"Meryl Streep, Glenn Close, Jeremy Irons",0.0
16097,Eric Meza,"Bernie Mac, Chris Tucker, Christopher Reid",0.0
11934,Joel Coen,"Tim Robbins, Jennifer Jason Leigh, Paul Newman",0.0
106143,James L. Brooks,"Nick Nolte, Woody Harrelson, Albert Brooks",0.0
12475,"Daniel Petrie, Jr.","Pauly Shore, Andy Dick, Lori Petty",0.0
9386,Wolfgang Petersen,"Clint Eastwood, Rene Russo, John Malkovich",4.42
7984,Jim Sheridan,"Daniel Day-Lewis, Pete Postlethwaite, Emma Thompson",5.06
59930,Matty Rich,"Larenz Tate, Joe Morton, Suzzanne Douglas",0.0
15765,Brian Gibson,"Angela Bassett, Laurence Fishburne, Vanessa Bell Calloway",0.0
31643,Barry Levinson,"Joe Pesci, Christian Slater, Victoria Abril",0.0
6,Stephen Hopkins,"Emilio Estevez, Cuba Gooding Jr., Denis Leary",0.0
329,Steven Spielberg,"Sam Neill, Laura Dern, Jeff Goldblum",14.6
10909,Dominic Sena,"Brad Pitt, David Duchovny, Juliette Lewis",0.27
507,Roger Avary,"Eric Stoltz, Julie Delpy, Jean-Hugues Anglade",0.28
34024,Steven Soderbergh,"Jesse Bradford, Jeroen Krabbé, Lisa Eichhorn",0.0
29918,Daniel Petrie,"Tom Guiry, Helen Slater, Jon Tenney",0.0
9593,John McTiernan,"Arnold Schwarzenegger, F. Murray Abraham, Art Carney",1.62
42580,James Lapine,"Michael J. Fox, Christina Vidal, Nathan Lane",0.0
22317,"Simon Wincer, Paul Hogan, Greg Coote","Paul Hogan, Beverly D'Angelo, Cuba Gooding Jr.",0.0
1413,David Cronenberg,"Jeremy Irons, John Lone, Barbara Sukowa",0.0
12121,Richard Benjamin,"Whoopi Goldberg, Ted Danson, Nia Long",0.0
2246,Harold Becker,"Alec Baldwin, Nicole Kidman, Bill Pullman",0.0
10502,Mel Gibson,"Mel Gibson, Nick Stahl, Margaret Whitton",0.0
10440,Woody Allen,"Woody Allen, Diane Keaton, Jerry Adler",0.84
9516,"Albert Hughes, Allen Hughes","Tyrin Turner, Larenz Tate, Glenn Plummer",7.97
2320,Stuart Baird,"Kurt Russell, Steven Seagal, Halle Berry",2.22
5879,Nagisa Ōshima,"Eiko Matsuda, Tatsuya Fuji, Aoi Nakajima",0.0
83718,Tom Noonan,"Karen Sillas, Tom Noonan",0.0
11971,Kenneth Branagh,"Kenneth Branagh, Richard Briers, Michael Keaton",0.0
2625,Mike Figgis,"Richard Gere, Lena Olin, Anne Bancroft",0.0
31911,Anthony Minghella,"Matt Dillon, Annabella Sciorra, Mary-Louise Parker",0.0
788,Chris Columbus,"Robin Williams, Sally Field, Pierce Brosnan",17.65
21450,Mike Leigh,"David Thewlis, Lesley Sharp, Katrin Cartlidge",0.0
11231,Christopher Cain,"Pat Morita, Hilary Swank, Michael Ironside",1.32
41588,Michael Tolkin,"Peter Weller, Judy Davis, Patrick Bauchau",0.0
10447,Martin Campbell,"Ray Liotta, Lance Henriksen, Stuart Wilson",0.77
31586,Rob Reiner,"Elijah Wood, Jason Alexander, Julia Louis-Dreyfus",0.0
9300,Sally Potter,"Tilda Swinton, Billy Zane, Lothaire Bluteau",0.0
9559,Clint Eastwood,"Kevin Costner, Clint Eastwood, Laura Dern",4.5
9800,Jonathan Demme,"Tom Hanks, Denzel Washington, Jason Robards",7.95
713,Jane Campion,"Holly Hunter, Harvey Keitel, Sam Neill",16.67
8291,John Singleton,"Janet Jackson, Tupac Amaru Shakur, Regina King",1.97
18133,David S. Ward,"James Caan, Halle Berry, Omar Epps",0.0
25557,Stuart Orme,"Donald Sutherland, Eric Thal, Julie Warner",0.0
22588,Mel Smith,"Brian Benben, Mary Stuart Masterson, Ned Beatty",0.0
10872,Ted Demme,"Denis Leary, Judy Davis, Kevin Spacey",1.04
1245,James Ivory,"Anthony Hopkins, Emma Thompson, James Fox",2.02
11858,Penny Marshall,"Danny DeVito, Mark Wahlberg, Gregory Hines",0.61
7007,Philip Kaufman,"Sean Connery, Wesley Snipes, Harvey Keitel",0.0
10467,Alan Parker,"Anthony Hopkins, Bridget Fonda, Matthew Broderick",0.0
5550,Fred Dekker,"Robert John Burke, Nancy Allen, Mario Machado",0.49
8005,Mel Brooks,"Cary Elwes, Dom DeLuise, Roger Rees",1.79
2088,Peter Medak,"Gary Oldman, Lena Olin, Annabella Sciorra",0.28
10412,Geoffrey Wright,"Russell Crowe, Daniel Pollock, Jacqueline McKenzie",0.0
47889,Victor Nunez,"Ashley Judd, Todd Field, Bentley Mitchum",1.25
14534,David Anspaugh,"Sean Astin, Jon Favreau, Ned Beatty",1.9
56583,Tim Hunter,"Danny Glover, Matt Dillon, Rick Aviles",0.0
41878,Cyril Collard,"Cyril Collard, Romane Bohringer, Carlos López",0.0
424,Steven Spielberg,"Liam Neeson, Ben Kingsley, Ralph Fiennes",14.61
35233,Michael Ritchie,"Brendan Fraser, Albert Brooks, Dianne Wiest",0.0
14291,Steven Zaillian,"Max Pomeranc, Joe Mantegna, Joan Allen",0.0
103413,Chris Menges,"William Hurt, Nathan Yapp, Keith Allen",0.0
11236,Agnieszka Holland,"Kate Maberly, Heydon Prowse, Andrew Knott",0.0
11592,John Waters,"Kathleen Turner, Sam Waterston, Ricki Lake",0.6
8850,Russell Mulcahy,"Alec Baldwin, John Lone, Penelope Ann Miller",1.92
10445,Richard Attenborough,"Anthony Hopkins, Debra Winger, John Wood",0.0
695,Robert Altman,"Julianne Moore, Andie MacDowell, Tim Robbins",0.0
43535,Gillies MacKinnon,"Steve Martin, Anne Heche, Gabriel Byrne",0.0
12519,John Duigan,"Hugh Grant, Tara Fitzgerald, Sam Neill",0.0
23210,Fred Schepisi,"Will Smith, Donald Sutherland, Stockard Channing",0.0
858,Nora Ephron,"Tom Hanks, Meg Ryan, Bill Pullman",10.85
867,Phillip Noyce,"Sharon Stone, William Baldwin, Tom Berenger",2.91
78,Ridley Scott,"Harrison Ford, Rutger Hauer, Sean Young",1.18
13203,Steve Rash,"Pauly Shore, Carla Gugino, Lane Smith",0.0
10442,Thomas Schlamme,"Mike Myers, Nancy Travis, Anthony LaPaglia",0.58
11074,Rowdy Herrington,"Bruce Willis, Sarah Jessica Parker, Dennis Farina",0.0
33367,Arthur Joffé,"Nastassja Kinski, Ben Kingsley, Zohra Sehgal",0.0
9607,"Annabel Jankel, Rocky Morton","Bob Hoskins, John Leguizamo, Dennis Hopper",0.44
17585,Ernest R. Dickerson,"Ice-T, Rutger Hauer, Charles S. Dutton",1.04
9057,Deran Sarafian,"Charlie Sheen, Nastassja Kinski, James Gandolfini",0.33
20967,François Girard,"Colm Feore, Derek Keurvorst, Derek Keurvorst",0.0
10635,Andrew Fleming,"Josh Charles, Stephen Baldwin, Lara Flynn Boyle",0.0
9479,Henry Selick,"Danny Elfman, Chris Sarandon, Catherine O'Hara",4.2
10057,Stephen Herek,"Charlie Sheen, Kiefer Sutherland, Chris O'Donnell",1.8
11969,George P. Cosmatos,"Kurt Russell, Val Kilmer, Sam Elliott",2.26
41590,Heywood Gould,"William Hurt, Joanne Whalley, Gabriel Byrne",0.0
319,Tony Scott,"Christian Slater, Patricia Arquette, Michael Rapaport",0.98
26408,"D.A. Pennebaker, Chris Hegedus","James Carville, George Stephanopoulos, Heather Beckel",0.0
15139,"Joe Johnston, Pixote Hunt, Maurice Hunt","Macaulay Culkin, Christopher Lloyd, Patrick Stewart",0.51
161158,Jerry Ciccoritti,"Leslie Hope, Peter Outerbridge, Victor Ertmanis",0.0
218473,Jennifer Warren,"Martha Plimpton, Kelly Lynch, Rutger Hauer",0.0
85247,Mark Malone,"Anthony LaPaglia, Mimi Rogers, Matt Craven",0.0
11446,Todd Solondz,"Heather Matarazzo, Victoria Davis, Christina Brucato",0.0
51980,Claude Berri,"Miou-Miou, Gérard Depardieu, Renaud",0.0
24405,Dennis Hopper,"Tom Berenger, William McNamara, Эрика Элениак",0.0
11655,Guillermo del Toro,"Federico Luppi, Ron Perlman, Claudio Brook",0.0
11800,Daniel Algrant,"Eric Stoltz, Mary-Louise Parker, Ralph Macchio",0.0
8223,Pedro Almodóvar,"Verónica Forqué, Victoria Abril, Peter Coyote",0.0
14587,Gurinder Chadha,"Kim Vithana, Jimmi Harkishin, Sarita Khajuria",0.0
31504,Andrew Scheinman,"Luke Edwards, Timothy Busfield, John Ashton",0.0
41653,Åke Sandgren,"Stellan Skarsgård, Jesper Salén, Basia Frydman",0.0
53185,Richard Loncraine,"Julie Walters, Jim Broadbent, Thora Hird",0.0
95743,Eva Sereny,"Robin Givens, Marco Hofschneider, Rick Johnson",0.0
23637,Lina Wertmüller,"Paolo Villaggio, Gigio Morra, Paolo Bonacelli",0.0
17600,David O. Russell,"Jeremy Davies, Benjamin Hendrickson, Alberta Watson",0.0
10897,Penelope Spheeris,"Bug Hall, Travis Tedford, Brittany Ashton Holmes",0.0
349394,Rémy Duchemin,"Jean Yanne, Ken Higelin, Florence Darel",0.0
21352,George T. Miller,"Tina Majorino, Keith Carradine, Chelsea Field",0.0
68806,Ricky Tognazzi,"Claudio Amendola, Carlo Cecchi, Enrico Lo Verso",0.0
37345,Michael Austin,"Jim Broadbent, Phoebe Cates, Kevin Kline",0.0
32562,"Rob Epstein, Jeffrey Friedman","Lily Tomlin, Tony Curtis, Susan Sarandon",0.0
47507,Mathieu Kassovitz,"Vincent Cassel, Julie Mauduech, Hubert Koundé",0.0
25403,Nanni Moretti,"Nanni Moretti, Renato Carpentieri, Antonio Neiwiller",0.0
124304,María Luisa Bemberg,"Marcello Mastroianni, Luisina Brando, Alejandra Podesta",0.0
9066,Betty Thomas,"Shelley Long, Gary Cole, Christine Taylor",0.0
771,Chris Columbus,"Macaulay Culkin, Joe Pesci, Daniel Stern",26.48
251,Jerry Zucker,"Patrick Swayze, Demi Moore, Whoopi Goldberg",22.95
812,"Ron Clements, John Musker","Scott Weinger, Robin Williams, Linda Larkin",18.0
280,James Cameron,"Arnold Schwarzenegger, Linda Hamilton, Robert Patrick",5.2
581,Kevin Costner,"Kevin Costner, Mary McDonnell, Graham Greene",19.28
80350,Steve Cohen,"Roddy Piper, Billy Blanks, Richard Norton",0.0
268,Tim Burton,"Jack Nicholson, Michael Keaton, Kim Basinger",11.75
274,Jonathan Demme,"Jodie Foster, Anthony Hopkins, Scott Glenn",14.35
408,David Hand,"Adriana Caselotti, Lucille La Verne, Harry Stockwell",124.24
10020,"Gary Trousdale, Kirk Wise","Paige O'Hara, Robby Benson, Richard White",15.09
10895,"Hamilton Luske, Ben Sharpsteen","Mel Blanc, Don Brodie, Walter Catlett",32.42
114,Garry Marshall,"Julia Roberts, Richard Gere, Ralph Bellamy",33.07
41043,Yuri Mamin,"Viktor Mikhaylov, Nina Usatova, Agnès Soral",0.0
576,Sam Peckinpah,"William Holden, Ernest Borgnine, Robert Ryan",0.1
15477,C.M. Talkington,"Gil Bellows, Renée Zellweger, Rory Cochrane",0.0
59146,Huang Jianxin,"Gu Bao-Ming, Mingjun Kao, Lan Wang",0.0
124472,Jean Bach,,0.0
30528,Sam Weisman,"Matthew Modine, Paul Reiser, Randy Quaid",0.0
7300,Michael Hoffman,"Michelle Pfeiffer, George Clooney, Mae Whitman",0.0
10824,Bill Condon,"Tony Todd, Kelly Rowan, William O'Leary",0.0
261246,Stephen Poliakoff,"Charles Dance, Clive Owen, Miranda Richardson",0.0
275,Joel Coen,"William H. Macy, Frances McDormand, Steve Buscemi",8.66
25059,David R. Ellis,"Michael J. Fox, Sally Field, Ralph Waite",0.0
11827,Gerald Potterton,"Rodger Bumpass, Jackie Burroughs, Joe Flaherty",0.0
8766,"Kevin Yagher, Joe Chappelle","Bruce Ramsay, Valentina Vargas, Charlotte Chatton",4.17
23570,Matt Reeves,"David Schwimmer, Gwyneth Paltrow, Michael Rapaport",0.0
47333,Franco Zeffirelli,"Anna Paquin, Charlotte Gainsbourg, William Hurt",0.0
54850,Anna Campion,"Oliver Milburn, Catherine McCormack, Thandie Newton",0.0
51242,Franco Brusati,"Nino Manfredi, Johnny Dorelli, Anna Karina",0.0
10112,Wolfgang Reitherman,"Phil Harris, Sterling Holloway, Scatman Crothers",13.92
4307,Pedro Almodóvar,"Marisa Paredes, Juan Echanove, Carme Elias",0.0
46029,Fernando Trueba,"Antonio Banderas, Melanie Griffith, Daryl Hannah",0.0
32308,Bill Couturié,"Matt LeBlanc, Jack Warden, Jayne Brook",0.0
88893,Werner Herzog,"Donald Sutherland, Brad Dourif, Vittorio Mezzogiorno",0.0
52873,André Téchiné,"Daniel Auteuil, Marthe Villalonga, Catherine Deneuve",0.0
123505,,"Lisa Eichhorn, Stanley Tucci, Caroline Aaron",0.0
340210,Mika Kaurismäki,"James Russo, Cynda Williams, Paul Calderon",0.0
44281,Férid Boughedir,"Selim Boughedir, Mustafa Adouani, Rabia Ben Abdallah",0.0
28121,Martin Lawrence,"Lynn Whitfield, Martin Lawrence, Regina King",0.0
12520,Stacy Title,"Cameron Diaz, Ron Eldard, Courtney B. Vance",0.0
1592,Gregory Hoblit,"Richard Gere, Edward Norton, Laura Linney",3.42
166901,Clément Virgo,,0.0
36447,Bruno Barreto,"Dennis Hopper, Amy Irving, Amy Locane",0.0
19042,"Paul Sabella, Larry Leker","Ernest Borgnine, Bebe Neuwirth, Charlie Sheen",0.0
38884,Ken Loach,"Ian Hart, Rosana Pastor, Frédéric Pierrot",0.0
47449,Hal Salwen,"Tim Daly, Caroleen Feeney, Dan Gunther",0.0
36259,Jonathan R. Betuel,"Whoopi Goldberg, George Newbern, Richard Roundtree",0.0
41852,Richard Pearce,"Robert Duvall, James Earl Jones, Michael Beach",0.0
40926,Todd Verow,"Michael Gunther, Craig Chester, Michael Stock",0.0
9099,Jonathan Lynn,"Steve Martin, Dan Aykroyd, Phil Hartman",0.0
2021,Tim Sullivan,"Richard E. Grant, Samantha Mathis, Judi Dench",0.0
61752,Spike Lee,"Theresa Randle, Isaiah Washington, Spike Lee",0.41
