id,release_year,title,vote_average
10545,1996,The Hunchback of Notre Dame,6.8
9894,1996,The Cable Guy,5.7
11543,1996,Kingpin,6.7
9268,1996,Eraser,5.6
52059,1995,The Gate of Heavenly Peace,6.7
9327,1996,The Nutty Professor,5.4
123763,1990,"I, the Worst of All",6.8
81949,1994,An Unforgettable Summer,7.2
42005,1987,A Hungarian Fairy Tale,0.0
124306,1993,My Life and Times With Antonin Artaud,8.0
183955,1994,Midnight Dancers,7.0
44535,1994,Somebody to Love,5.1
44495,1974,A Very Natural Thing,6.3
78285,1991,The Old Lady Who Walked in the Sea,0.0
11228,1996,Daylight,5.8
10779,1996,The Frighteners,6.7
26748,1996,Lone Star,6.9
38223,1996,Harriet the Spy,5.7
9294,1996,Phenomenon,6.2
49963,1996,Walking and Talking,6.6
11363,1996,She's the One,5.7
1645,1996,A Time to Kill,7.0
31546,1996,American Buffalo,6.2
77056,1995,Rendezvous in Paris,6.5
36344,1996,Alaska,5.2
18550,1996,Fled,5.2
11511,1996,Kazaam,3.6
172198,1994,Magic Hunter,6.0
34170,1996,Larger Than Life,5.4
281085,1996,A Boy Called Hate,6.0
109478,1996,Power 98,4.0
124645,1995,Two Deaths,7.0
12606,1996,A Very Brady Sequel,5.8
69895,1993,Stefano Quantestorie,6.0
35206,1956,Death in the Garden,7.4
151489,1992,Hedd Wyn,6.5
4837,1967,La Collectionneuse,6.5
12632,1993,Kaspar Hauser,6.3
9098,1996,Regular Guys,5.2
282919,1996,Diebinnen,4.0
124614,1995,The Convent,6.5
18975,1996,The Adventures of Pinocchio,5.0
11962,1996,Joe's Apartment,5.0
2925,1996,The First Wives Club,6.5
28628,1995,Stonewall,7.2
3595,1996,Ransom,6.4
9308,1996,High School High,5.4
92381,1996,Phat Beach,5.4
18555,1996,Foxfire,6.3
12123,1996,Chain Reaction,5.3
10830,1996,Matilda,6.9
3573,1996,Emma,6.7
10546,1996,The Crow: City of Angels,5.2
18862,1996,House Arrest,5.0
31417,1960,Eyes Without a Face,7.5
9431,1996,Bordello of Blood,5.0
124619,1995,Lotto Land,7.0
297645,1994,The Story of Xinghua,0.0
48144,1994,The Day the Sun Turned Cold,7.0
46986,1995,Flirt,7.5
144982,1996,The Big Squeeze,5.0
47907,1996,The Spitfire Grill,6.8
10061,1996,Escape from L.A.,5.6
36266,1995,Cyclo,6.8
549,1996,Basquiat,6.6
10478,1996,Tin Cup,5.9
66634,1991,Dingo,6.0
116690,1958,The Ballad of Narayama,6.4
213917,1990,Every Other Weekend,6.0
145925,1993,Mille bolle blu,6.0
100914,1949,Crows and Sparrows,5.0
238,1972,The Godfather,8.5
159,1994,Maybe... Maybe Not,6.1
11134,1992,Police Story 3: Supercop,6.7
88224,1996,Manny & Lo,6.3
132641,1953,Wife,0.0
42758,1996,Small Faces,6.4
9303,1996,Bound,6.9
23945,1996,Carpool,4.9
37820,1990,Death in Brunswick,6.1
22479,1996,Kansas City,6.1
9054,1997,Gone Fishin',4.7
241058,1996,Lover's Knot,4.0
11985,1994,Vive L'Amour,7.3
10232,1976,Shadow of Angels,4.0
59569,1996,Killer: A Journal of Murder,6.3
410921,1994,Nothing to Lose,0.0
38955,1993,Project S,5.8
110513,1996,Girls Town,5.2
114089,1995,Bye-Bye,7.7
11015,1997,The Relic,5.8
9306,1996,The Island of Dr. Moreau,4.6
12559,1996,First Kid,5.3
58770,1996,The Trigger Effect,6.6
124851,1995,Sweet Nothing,5.0
3587,1996,Bogus,5.4
10723,1996,Bulletproof,5.4
56077,1998,Talk of Angels,6.8
19004,1995,The Land Before Time III: The Time of the Great Giving,6.1
101230,1994,1-900,5.0
253632,1988,Baton Rouge,0.0
10987,1995,Halloween: The Curse of Michael Myers,5.0
44705,1996,Twelfth Night,7.0
20318,1996,Mother Night,7.1
43596,1933,Liebelei,6.3
79782,2010,Venice,7.5
26933,1994,Wild Reeds,7.4
27854,1943,For Whom the Bell Tolls,6.1
981,1940,The Philadelphia Story,7.7
872,1952,Singin' in the Rain,7.9
2769,1951,An American in Paris,6.9
13320,1957,Funny Face,7.0
164,1961,Breakfast at Tiffany's,7.6
426,1958,Vertigo,8.0
567,1954,Rear Window,8.2
3078,1934,It Happened One Night,7.7
13528,1944,Gaslight,7.2
28288,1934,The Gay Divorcee,7.2
213,1959,North by Northwest,7.8
284,1960,The Apartment,8.1
239,1959,Some Like It Hot,8.0
4808,1963,Charade,7.7
289,1942,Casablanca,7.9
963,1941,The Maltese Falcon,7.8
11113,1964,My Fair Lady,7.4
6620,1954,Sabrina,7.4
804,1953,Roman Holiday,7.8
26531,1939,The Little Princess,7.0
909,1944,Meet Me in St. Louis,6.8
630,1939,The Wizard of Oz,7.4
770,1939,Gone with the Wind,7.7
31044,1982,My Favorite Year,7.1
599,1950,Sunset Boulevard,8.2
15,1941,Citizen Kane,8.0
62,1968,2001: A Space Odyssey,7.9
121357,1947,Golden Earrings,4.8
705,1950,All About Eve,8.0
22490,1939,The Women,6.4
223,1940,Rebecca,7.7
25670,1940,Foreign Correspondent,7.0
303,1946,Notorious,7.8
4174,1945,Spellbound,7.3
8356,1957,An Affair to Remember,7.1
381,1955,To Catch a Thief,7.1
20758,1950,Father of the Bride,6.6
29376,1953,The Band Wagon,7.1
1859,1939,Ninotchka,7.3
18299,1957,Love in the Afternoon,7.3
17281,1958,Gigi,6.1
64382,1958,The Reluctant Debutante,6.6
10907,1938,The Adventures of Robin Hood,7.6
32093,1940,The Mark of Zorro,7.1
1939,1944,Laura,7.6
22292,1947,The Ghost and Mrs. Muir,7.3
3598,1937,Lost Horizon,6.8
3080,1935,Top Hat,7.4
198,1942,To Be or Not to Be,7.7
13562,1936,My Man Godfrey,7.7
1712,1956,Giant,7.5
220,1955,East of Eden,7.5
3529,1934,The Thin Man,7.4
3085,1940,His Girl Friday,7.5
2897,1956,Around the World in Eighty Days,6.5
1585,1946,It's a Wonderful Life,8.0
3083,1939,Mr. Smith Goes to Washington,7.9
900,1938,Bringing Up Baby,7.6
43795,1941,Penny Serenade,6.4
85638,1926,The Scarlet Letter,8.3
50001,1943,Lady of Burlesque,5.0
43905,1934,Of Human Bondage,6.4
22688,1946,Angel on My Shoulder,5.7
23114,1936,Little Lord Fauntleroy,6.6
26378,1939,They Made Me a Criminal,5.6
40206,1949,The Inspector General,6.2
22356,1947,Angel and the Badman,6.6
260,1935,The 39 Steps,7.4
43488,1945,A Walk in the Sun,5.2
22613,1943,The Outlaw,4.9
10331,1968,Night of the Living Dead,7.5
488,1951,The African Queen,7.4
22733,1953,Beat the Devil,6.2
261,1958,Cat on a Hot Tin Roof,7.6
57575,1954,The Last Time I Saw Paris,5.1
32574,1941,Meet John Doe,7.3
22657,1938,Algiers,5.8
76464,1937,Something to Sing About,3.8
22649,1932,A Farewell to Arms,6.2
176841,1936,Moonlight Murder,6.0
125587,1996,Nothing Personal,4.0
39448,1985,"Yes, Madam",7.4
52855,1997,Dangerous Ground,5.0
39940,1955,Picnic,6.7
172868,1995,Madagascar Skin,0.0
85328,1996,The Pompatus of Love,5.3
124632,1995,Small Wonders,0.0
11076,1996,Fly Away Home,6.6
63945,1997,Bliss,4.8
58985,1996,Grace of My Heart,6.5
890,1995,Brother of Sleep,6.8
10861,1996,Maximum Risk,5.3
1770,1996,Michael Collins,6.8
44465,1996,The Rich Man's Wife,4.9
2033,1996,Infinity,0.0
18203,1996,Big Night,6.8
9333,1996,Last Man Standing,6.2
47260,1996,Caught,6.5
9400,1996,Set It Off,6.9
9401,1996,2 Days in the Valley,5.9
12241,1996,Curdled,6.2
25739,1979,L'associé,6.0
161806,1996,Ed's Next Move,3.0
11306,1996,Extreme Measures,5.7
9625,1996,The Glimmer Man,4.7
10680,1996,D3: The Mighty Ducks,5.3
6346,1996,The Chamber,5.9
18660,1975,The Apple Dumpling Gang,6.6
35115,1955,"Davy Crockett, King of the Wild Frontier",5.9
14821,1975,Escape to Witch Mountain,6.5
14136,1968,The Love Bug,6.0
10869,1974,Herbie Rides Again,5.9
22660,1957,Old Yeller,7.0
19186,1961,The Parent Trap,6.8
31102,1960,Pollyanna,6.9
6878,1993,Homeward Bound: The Incredible Journey,6.6
15944,1959,The Shaggy Dog,6.2
18444,1960,Swiss Family Robinson,7.0
20723,1965,That Darn Cat!,6.4
173,1954,"20,000 Leagues Under the Sea",6.9
864,1993,Cool Runnings,6.8
24795,1994,Angels in the Outfield,5.7
11224,1950,Cinderella,6.8
81310,1968,Winnie the Pooh and the Blustery Day,7.8
15947,1944,The Three Caballeros,6.2
9078,1963,The Sword in the Stone,6.9
29682,1948,So Dear to My Heart,6.3
8367,1991,Robin Hood: Prince of Thieves,6.6
433,1964,Mary Poppins,7.4
11360,1941,Dumbo,6.8
11114,1977,Pete's Dragon,6.4
12335,1971,Bedknobs and Broomsticks,6.8
12092,1951,Alice in Wonderland,7.0
10948,1981,The Fox and the Hound,7.0
11229,1996,Freeway,6.5
15121,1965,The Sound of Music,7.4
562,1988,Die Hard,7.5
10163,1992,The Lawnmower Man,5.4
48862,1996,Unhook the Stars,6.2
117036,1995,Synthetic Pleasures,0.0
47199,1996,The Secret Agent,5.0
11159,1996,Secrets & Lies,7.1
9591,1996,That Thing You Do!,6.8
30500,1996,To Gillian on Her 37th Birthday,5.1
41843,1996,Surviving Picasso,5.3
55058,1996,Love Is All There Is,5.5
10938,1996,Beautiful Thing,7.3
11412,1996,The Long Kiss Goodnight,6.4
10586,1996,The Ghost and the Darkness,6.4
42314,1996,Looking for Richard,6.9
27845,1996,Trees Lounge,6.7
108365,1996,The Proprietor,0.0
23223,1996,Normal Life,6.8
49471,1996,Get on the Bus,7.0
38153,1997,Shadow Conspiracy,4.0
25147,1996,Jude,6.6
9716,1996,Everyone Says I Love You,6.5
43777,1996,Bitter Sugar,6.3
454,1996,Romeo + Juliet,6.7
10218,1996,Swingers,6.8
819,1996,Sleepers,7.3
38191,1996,The Sunchaser,6.1
56830,1996,Johns,6.0
11238,1996,Aladdin and the King of Thieves,6.1
27256,1952,The Woman in Question,5.2
31530,1937,Shall We Dance,7.9
66473,1937,A Damsel in Distress,7.0
28120,1947,Crossfire,6.1
1834,1944,"Murder, My Sweet",7.2
26282,1952,Macao,5.6
37218,1993,For the Moment,7.4
252,1971,Willy Wonka & the Chocolate Factory,7.4
116356,1994,The Sexual Life of the Belgians,5.0
16372,1961,The Innocents,7.5
11561,1973,Sleeper,7.0
11302,1971,Bananas,6.7
623,1988,A Fish Called Wanda,7.1
583,1979,Life of Brian,7.7
12614,1982,Victor/Victoria,6.9
21711,1972,The Candidate,6.9
11575,1965,The Great Race,7.2
475,1967,Bonnie and Clyde,7.6
11331,1958,The Old Man and the Sea,6.0
521,1954,Dial M for Murder,7.9
21202,1995,Madame Butterfly,4.8
88,1987,Dirty Dancing,7.1
500,1992,Reservoir Dogs,8.1
792,1986,Platoon,7.5
8491,1989,Weekend at Bernie's,6.4
402,1992,Basic Instinct,6.5
10537,1991,The Doors,6.7
11386,1992,The Crying Game,6.9
9504,1992,Glengarry Glen Ross,7.5
15764,1982,Sophie's Choice,7.4
601,1982,E.T. the Extra-Terrestrial,7.3
67365,1994,The Search for One-eye Jimmy,6.3
25842,1938,A Christmas Carol,7.0
2119,1990,Days of Thunder,5.9
744,1986,Top Gun,6.7
136311,1996,American Strays,6.8
221,1955,Rebel Without a Cause,7.6
702,1951,A Streetcar Named Desire,7.6
25750,1996,Children of the Corn IV: The Gathering,4.6
17642,1996,The Leopard Son,0.0
427043,1996,Charm's  Incidents,0.0
146341,1995,Bird of Prey,0.0
9305,1996,Microcosmos,7.7
37616,1995,Palookaville,5.4
11112,1996,The Associate,6.2
21612,1996,The Funeral,7.3
141210,2013,The Sleepover,8.0
102461,1995,A Single Girl,6.8
36998,1996,The Eighth Day,7.0
200383,1996,North Star,5.2
116844,1997,Drunks,0.0
1630,1996,The People vs. Larry Flynt,6.8
26626,1995,Glory Daze,5.8
124837,1996,A Perfect Candidate,5.3
11816,1981,On Golden Pond,7.3
11843,1975,The Return of the Pink Panther,6.7
10379,1991,Drop Dead Fred,5.9
2756,1989,The Abyss,7.1
790,1980,The Fog,6.4
1103,1981,Escape from New York,6.9
11298,1981,The Howling,6.4
4480,1986,Jean de Florette,7.6
4481,1986,Manon of the Spring,7.8
49688,1993,Johnny 100 Pesos,6.3
10765,1980,Private Benjamin,6.0
762,1975,Monty Python and the Holy Grail,7.8
44497,1996,Hustler White,6.8
85588,1995,Dadetown,8.0
278621,1996,Everything Relative,4.0
99479,1996,Entertaining Angels - The Dorothy Day Story,5.0
55049,1996,Three Lives and Only One Death,8.0
124829,1996,The Line King: The Al Hirschfeld Story,0.0
79306,1996,Snowriders,0.0
356054,1995,Curtis's Charm,0.0
10548,1996,When We Were Kings,7.3
531,1993,The Wrong Trousers,7.6
104931,1995,JLG/JLG: Self-Portrait in December,7.7
4483,1982,The Return of Martin Guerre,6.7
18919,1994,Faust,7.4
31556,1948,He Walked by Night,6.4
26167,1948,Raw Deal,7.2
26174,1947,T-Men,6.4
61461,1944,The Children Are Watching Us,7.2
117500,1946,Pastoral Symphony,4.7
218713,1935,Here Comes Cookie,8.0
217802,1935,Love In Bloom,0.0
127973,1934,Six of a Kind,3.5
659,1979,The Tin Drum,7.0
30892,1972,The Ruling Class,6.8
86369,1994,Mina Tannenbaum,4.8
8074,1967,2 or 3 Things I Know About Her,7.0
124676,1996,The Bloody Child,0.0
38554,1996,Dear God,5.1
49763,1996,Bad Moon,5.7
41326,1990,American Dream,6.0
36555,1995,Best of the Best 3: No Turning Back,5.8
10608,1992,Bob Roberts,6.5
11216,1988,Cinema Paradiso,8.2
7452,1989,"The Cook, the Thief, His Wife & Her Lover",7.3
64567,1994,Dead Tired,5.6
892,1991,Delicatessen,7.4
1600,1991,The Double Life of Veronique,7.3
26561,1991,Enchanted April,6.9
975,1957,Paths of Glory,8.2
18129,1990,The Grifters,6.5
54405,1991,Hear My Song,4.1
150823,1997,The Shooter,5.0
409,1996,The English Patient,7.0
38251,1991,Mediterraneo,7.4
10161,1989,My Left Foot: The Story of Christy Brown,7.5
1412,1989,"Sex, Lies, and Videotape",6.7
41768,1992,Passion Fish,6.7
10409,1992,Strictly Ballroom,6.2
14285,1988,The Thin Blue Line,7.9
2469,1989,Tie Me Up! Tie Me Down!,7.0
10174,1991,Madonna: Truth or Dare,6.3
31225,1990,Paris is Burning,8.2
510,1975,One Flew Over the Cuckoo's Nest,8.3
11455,1978,Up in Smoke,6.7
1891,1980,The Empire Strikes Back,8.2
2493,1987,The Princess Bride,7.6
85,1981,Raiders of the Lost Ark,7.7
68,1985,Brazil,7.6
679,1986,Aliens,7.7
429,1966,"The Good, the Bad and the Ugly",8.1
13446,1987,Withnail & I,7.4
389,1957,12 Angry Men,8.2
947,1962,Lawrence of Arabia,7.8
185,1971,A Clockwork Orange,8.0
595,1962,To Kill a Mockingbird,7.9
28,1979,Apocalypse Now,8.0
335,1968,Once Upon a Time in the West,8.1
1892,1983,Return of the Jedi,7.9
144,1987,Wings of Desire,7.5
1092,1949,The Third Man,7.9
769,1990,GoodFellas,8.2
348,1979,Alien,7.9
766,1992,Army of Darkness,7.3
175,1988,The Big Blue,7.6
11645,1985,Ran,7.9
10835,1989,The Killer,7.6
539,1960,Psycho,8.3
525,1980,The Blues Brothers,7.5
240,1974,The Godfather: Part II,8.3
600,1987,Full Metal Jacket,7.9
530,1990,A Grand Day Out,7.4
10705,1989,Henry V,7.4
279,1984,Amadeus,7.8
3109,1952,The Quiet Man,7.3
311,1984,Once Upon a Time in America,8.3
1578,1980,Raging Bull,7.7
703,1977,Annie Hall,7.8
9549,1983,The Right Stuff,7.4
1398,1979,Stalker,7.8
387,1981,Das Boot,7.9
9277,1973,The Sting,7.9
343,1971,Harold and Maude,7.7
37291,1990,Trust,6.5
490,1957,The Seventh Seal,7.9
11235,1983,Local Hero,7.0
218,1984,The Terminator,7.4
763,1992,Braindead,7.4
9665,1989,Glory,7.4
18971,1991,Rosencrantz & Guildenstern Are Dead,7.3
696,1979,Manhattan,7.8
379,1990,Miller's Crossing,7.5
207,1989,Dead Poets Society,8.1
37247,1967,The Graduate,7.6
1480,1958,Touch of Evil,7.6
9322,1990,La Femme Nikita,7.0
826,1957,The Bridge on the River Kwai,7.7
422,1963,8½,7.9
829,1974,Chinatown,7.9
828,1951,The Day the Earth Stood Still,7.3
3090,1948,The Treasure of the Sierra Madre,7.9
9964,1987,Bad Taste,6.4
3063,1933,Duck Soup,7.6
13667,1985,Better Off Dead...,6.8
694,1980,The Shining,8.1
235,1986,Stand by Me,7.8
832,1931,M,8.0
765,1987,Evil Dead II,7.5
5925,1963,The Great Escape,7.8
11778,1978,The Deer Hunter,7.8
4485,1981,Diva,6.7
137,1993,Groundhog Day,7.4
33,1992,Unforgiven,7.7
982,1962,The Manchurian Candidate,7.7
8428,1990,Pump up the Volume,7.0
212,1944,Arsenic and Old Lace,7.4
105,1985,Back to the Future,8.0
1633,1991,Fried Green Tomatoes,7.6
11202,1970,Patton,7.3
1554,1986,Down by Law,7.2
149,1988,Akira,7.8
8009,1986,Highlander,6.8
903,1967,Cool Hand Luke,7.7
11673,1990,Cyrano de Bergerac,6.8
3034,1974,Young Frankenstein,7.7
339,1991,Night on Earth,7.5
10404,1991,Raise the Red Lantern,7.8
914,1940,The Great Dictator,8.1
756,1940,Fantasia,7.2
288,1952,High Noon,7.6
910,1946,The Big Sleep,7.6
2640,1988,Heathers,7.3
16633,1980,Somewhere in Time,7.1
665,1959,Ben-Hur,7.5
11031,1984,This Is Spinal Tap,7.6
11314,1982,Koyaanisqatsi,7.7
15143,1987,Some Kind of Wonderful,6.9
89,1989,Indiana Jones and the Last Crusade,7.6
10322,1979,Being There,7.7
783,1982,Gandhi,7.4
10644,1988,The Unbearable Lightness of Being,7.0
11257,1985,A Room with a View,6.9
14370,1985,Real Genius,6.6
12104,1982,Pink Floyd: The Wall,7.7
625,1984,The Killing Fields,7.5
8816,1985,My Life as a Dog,7.3
830,1956,Forbidden Planet,7.2
2323,1989,Field of Dreams,7.1
983,1975,The Man Who Would Be King,7.6
642,1969,Butch Cassidy and the Sundance Kid,7.4
655,1984,"Paris, Texas",7.7
10341,1991,Until the End of the World,6.3
639,1989,When Harry Met Sally...,7.3
266022,1996,I Shot a Man in Vegas,0.0
168450,1995,Parallel Sons,5.0
30180,1996,Hype!,6.8
31388,1996,Santa with Muscles,3.5
41801,1996,Female Perversions,5.4
66034,1996,Mad Dog Time,6.2
348138,1996,Breathing Room,0.0
96288,1996,Paris Was a Woman,7.0
61536,1996,I'm Not Rappaport,6.2
18762,1995,Blue Juice,3.6
331367,1996,Kids of Survival,0.0
8077,1992,Alien³,6.2
814,1981,An American Werewolf in London,7.2
41671,1992,Amityville: It's About Time,4.1
27214,1983,Amityville 3-D,4.0
52263,1996,Amityville: Dollhouse,3.5
33519,1993,Amityville: A New Generation,2.8
16235,1982,Amityville II: The Possession,5.9
11449,1979,The Amityville Horror,6.2
41848,1989,The Amityville Curse,2.7
25944,1974,Blood for Dracula,5.8
24913,1986,April Fool's Day,5.8
49126,1977,Audrey Rose,5.8
32076,1987,The Believers,6.2
571,1963,The Birds,7.3
8851,1958,The Blob,6.2
37843,1980,Blood Beach,4.9
32146,1991,Body Parts,5.6
30346,1945,The Body Snatcher,6.8
6114,1992,Dracula,7.1
229,1935,Bride of Frankenstein,7.4
13549,1976,Burnt Offerings,6.6
9529,1992,Candyman,6.2
1598,1991,Cape Fear,7.0
11349,1962,Cape Fear,7.2
7340,1976,Carrie,7.0
6217,1982,Cat People,6.0
377,1984,A Nightmare on Elm Street,7.2
653,1922,Nosferatu,7.7
28198,1988,Vampire in Venice,8.5
794,1976,The Omen,7.2
31640,1996,Blood and Wine,5.5
8744,1996,Albino Alligator,5.6
25189,1996,The Mirror Has Two Faces,6.5
145,1996,Breaking the Waves,7.2
2212,1997,Nightwatch,6.2
199,1996,Star Trek: First Contact,7.0
7863,1996,Shine,7.3
12498,1996,Sling Blade,7.4
9279,1996,Jingle All the Way,5.5
53234,1982,Identification of a Woman,5.8
17204,1996,Paradise Lost: The Child Murders at Robin Hood Hills,7.9
21539,1996,The Preacher's Wife,5.4
85589,1995,Zero Kelvin,6.4
12709,1996,Ridicule,7.4
20539,1996,The Crucible,6.7
11674,1996,101 Dalmatians,5.6
199512,1951,The Forbidden Christ,5.5
64900,1994,I Can't Sleep,5.0
1573,1990,Die Hard 2,6.6
152,1979,Star Trek: The Motion Picture,6.2
174,1991,Star Trek VI: The Undiscovered Country,6.7
172,1989,Star Trek V: The Final Frontier,5.6
154,1982,Star Trek II: The Wrath of Khan,7.3
157,1984,Star Trek III: The Search for Spock,6.4
168,1986,Star Trek IV: The Voyage Home,6.9
364,1992,Batman Returns,6.6
11967,1988,Young Guns,6.6
9086,1990,Young Guns II,6.3
621,1978,Grease,7.2
9037,1982,Grease 2,4.9
10173,1990,Marked for Death,5.6
55687,1996,Adrenalin: Fear the Rush,3.9
168535,1996,The Substance of Fire,6.0
8845,1992,Under Siege,6.1
46681,1958,Terror in a Texas Town,7.1
578,1975,Jaws,7.5
579,1978,Jaws 2,5.9
17692,1983,Jaws 3-D,4.2
17795,1996,My Fellow Americans,6.3
75,1996,Mars Attacks!,6.1
13891,1996,Citizen Ruth,6.8
9390,1996,Jerry Maguire,6.7
378,1987,Raising Arizona,7.2
10896,1987,Tin Men,6.8
2322,1992,Sneakers,6.7
41240,1996,Bastard Out of Carolina,7.3
26949,1996,In Love and War,6.0
9819,1996,Marvin's Room,6.6
49799,1996,Somebody Is Waiting,0.0
31908,1996,Ghosts of Mississippi,6.2
46027,1996,Night Falls on Manhattan,6.6
3179,1996,Beavis and Butt-Head Do America,6.5
1802,1995,La Cérémonie,7.0
4232,1996,Scream,7.0
9361,1992,The Last of the Mohicans,7.1
2928,1996,Michael,5.5
30285,1996,The Evening Star,5.8
10549,1996,Hamlet,7.3
58102,1996,Some Mother's Son,7.0
18451,1996,The Whole Wide World,6.4
27265,1996,Mother,6.8
49935,1996,Thieves,7.0
8818,1996,Evita,5.9
36758,1996,The Portrait of a Lady,6.3
36040,1971,Walkabout,7.4
74239,1996,Message to Love: The Isle of Wight Festival,6.4
9415,1997,Murder at 1600,5.8
55146,1995,Hearts and Minds,0.0
303693,1996,Inside,0.0
12145,1997,Fierce Creatures,6.0
42424,1997,Zeus & Roxanne,4.2
34314,1997,Turbulence,5.2
2892,1995,Angel Baby,7.7
9404,1996,First Strike,6.5
85242,1996,Underworld,6.0
9622,1997,Beverly Hills Ninja,5.5
8860,1997,Metro,5.3
197537,1994,The Machine,4.5
66597,1980,Falling in Love Again,6.1
14832,1993,The Cement Garden,7.2
9619,1997,Dante's Peak,5.8
40506,1997,Meet Wally Sparks,5.3
31000,1993,Amos & Andrew,5.0
4104,1993,Benny & Joon,6.9
26306,1997,Prefontaine,6.7
203829,1996,A Tickle in the Heart,0.0
43775,1995,Guantanamera,8.0
14908,1997,McHale's Navy,4.4
784,1996,Kolya,7.5
12489,1997,Gridlock'd,6.8
168283,1996,Fire on the Mountain,0.0
16448,1996,Waiting for Guffman,7.4
55936,1996,Prisoner of the Mountains,6.6
17894,1997,The Beautician and the Beast,5.2
28059,1996,SubUrbia,6.4
58911,1996,Hotel de Love,4.3
17949,1997,The Pest,5.0
1968,1997,Fools Rush In,5.8
61563,1997,Touch,6.0
66,1997,Absolute Power,6.4
20735,1997,That Darn Cat,3.9
11419,1997,Vegas Vacation,6.0
333165,1997,Unforgotten: Twenty-Five Years After Willowbrook,7.0
25796,1997,That Old Feeling,7.1
638,1997,Lost Highway,7.5
25624,1997,Rosewood,6.7
9366,1997,Donnie Brasco,7.4
60083,1996,Salut cousin !,3.3
21915,1997,Booty Call,5.6
90928,1997,Rhyme & Reason,6.3
50091,1997,Boys Life 2,5.0
18420,1997,City of Industry,5.6
19952,1997,Best Men,5.6
9446,1997,Jungle 2 Jungle,4.9
28005,1996,Kama Sutra - A Tale of Love,5.7
9403,1997,Private Parts,6.7
27322,1997,Love Jones,8.1
10003,1997,The Saint,5.9
9311,1997,Smilla's Sense of Snow,6.6
11844,1996,The Van,5.9
884,1996,Crash,6.5
49806,1996,The Daytrippers,6.2
1624,1997,Liar Liar,6.4
88423,1996,The Quiet Room,5.0
16052,1997,Selena,7.1
4477,1997,The Devil's Own,5.9
24662,1997,Cats Don't Dance,7.1
18423,1997,B.A.P.S.,4.2
76996,1996,Love and Other Catastrophes,5.8
6499,1997,Turbo: A Power Rangers Movie,4.6
50512,1997,Anna Karenina,6.4
9405,1997,Double Team,4.4
12723,1997,Inventing the Abbotts,6.4
9360,1997,Anaconda,4.8
9434,1997,Grosse Pointe Blank,6.9
118991,1997,Keys to Tulsa,4.9
21626,1996,Kissed,7.0
13982,1997,8 Heads in a Duffel Bag,5.4
93946,1996,Hollow Reed,6.8
77223,1997,Paradise Road,6.2
31465,1997,Traveller,5.9
12793,1997,All Over Me,5.9
102878,1997,A Brother's Kiss,8.0
105763,1996,A Chef in Love,3.5
9611,1997,Romy and Michele's High School Reunion,6.0
47694,1996,Temptress Moon,7.2
10357,1997,Volcano,5.2
